OTU,LDA_score,CLass
Defluviitaleaceae_UCG_011,3.842614433313833,CD
Lachnospiraceae_UCG_001,5.347873004767531,CD
f__Eubacterium_xylanophilum_group,6.083590961058499,CD
Bilophila,6.2740528795971935,CD
Ruminococcaceae_UCG_005,6.523565246192067,CD
Blautia,6.545769272461479,CD
Ruminiclostridium,6.561367688385771,CD
Akkermansia,6.885050840348197,CD
Alistipes,7.113151131269817,CD
uncultured,7.226534272008076,CD
Christensenella,4.153834601582398,UC
Ruminococcaceae_UCG_004,4.85300364991478,UC
Hafnia_Obesumbacterium,5.167933688057948,UC
Holdemania,5.3921586476532255,UC
f__Eubacterium_ventriosum_group,5.420690730047875,UC
Prevotellaceae_NK3B31_group,6.129890028416022,UC
Bifidobacterium,6.57946084121733,UC
Dorea,6.812034988639219,UC
Haemophilus,7.045726826576733,UC
Lactonifactor,4.472881033302489,nonIBD
Clostridiales_vadinBB60_group__family__,5.197135456012983,nonIBD
Stomatobaculum,5.381360621972434,nonIBD
Ruminococcaceae_UCG_013,5.532110463161669,nonIBD
Butyricicoccus,5.653078349691371,nonIBD
Lachnospiraceae_ND3007_group,5.777951532228773,nonIBD
Ruminococcaceae_UCG_008,5.830898478784922,nonIBD
f__Eubacterium_eligens_group,6.015640872746692,nonIBD
Ruminococcaceae_NK4A214_group,6.034645317300821,nonIBD
Mollicutes_RF9__order__,6.151163307156341,nonIBD
Lachnospira,6.234515196505619,nonIBD
f__Eubacterium_coprostanoligenes_group,6.295070765887036,nonIBD
Ruminococcaceae_UCG_014,6.386881734787685,nonIBD
Ruminococcaceae_UCG_003,6.4850269131479115,nonIBD
Parasutterella,6.493823727417675,nonIBD
Fusicatenibacter,6.595991722588969,nonIBD
Christensenellaceae_R_7_group,6.657163943896981,nonIBD
Streptococcus,6.670668697000266,nonIBD
Ruminococcus,6.67458204947103,nonIBD
Coprococcus,6.677866570512906,nonIBD
Anaerostipes,6.817091427822646,nonIBD
Lachnospiraceae_NK4A136_group,6.928893280753298,nonIBD
Subdoligranulum,6.953178223447275,nonIBD
Ruminococcaceae_UCG_002,6.960634228433025,nonIBD
