OTU,LDA_score,CLass
Eggerthella,3.8746317565713495,CD
Peptostreptococcus,4.14132494674763,CD
Porphyromonas,4.566256885399731,CD
Flavonifractor,6.2059839707951685,CD
Odoribacter,6.316503216226342,CD
Ruminococcaceae_UCG_014,6.317550194804881,CD
Barnesiella,6.34805318020186,CD
Ruminococcaceae_UCG_005,6.608486733614984,CD
Sutterella,7.33026676449785,CD
uncultured,7.437260732018715,CD
Clostridium_sensu_stricto,4.993634679499237,UC
Methanobrevibacter,5.388672922295932,UC
f__Clostridium_innocuum_group,5.569713368065615,UC
Victivallaceae__family__,3.8510815536442786,nonIBD
Anaerofilum,4.888383266161416,nonIBD
Clostridiales_vadinBB60_group__family__,5.018121856791827,nonIBD
Lachnospiraceae_FCS020_group,5.079642331244684,nonIBD
Anaerotruncus,5.196100576655456,nonIBD
Family_XIII_UCG_001,5.226061372687108,nonIBD
Ruminococcaceae_UCG_008,5.379192505962535,nonIBD
Succiniclasticum,5.483025022593195,nonIBD
Lachnospiraceae_UCG_001,5.560134590185617,nonIBD
Mollicutes_RF9__order__,5.67905745058472,nonIBD
Ruminococcaceae_NK4A214_group,5.845670539925449,nonIBD
Lachnospiraceae_ND3007_group,5.913334422605026,nonIBD
Eikenella,6.126940221316946,nonIBD
Desulfovibrio,6.22458847391072,nonIBD
Christensenellaceae_R_7_group,6.264249444293608,nonIBD
Dorea,6.466974365970341,nonIBD
Gastranaerophilales__order__,6.476077714678231,nonIBD
Bilophila,6.584515114395577,nonIBD
Lachnospiraceae_UCG_010,6.585537888833234,nonIBD
Prevotella,6.616803522702964,nonIBD
Ruminococcus,6.668974695915584,nonIBD
Fusicatenibacter,6.743897541138177,nonIBD
Dialister,6.8508142733792035,nonIBD
Coprococcus,6.851732657436085,nonIBD
Subdoligranulum,7.057612690347587,nonIBD
Ruminococcaceae_UCG_002,7.097541792077554,nonIBD
Alistipes,7.3047141438618635,nonIBD
