OTU,LDA_score,CLass
Atopobium,3.9306879687220144,CD
Clostridium_sensu_stricto,6.620155363616981,CD
Senegalimassilia,4.5014816763263745,UC
Candidatus_Soleaferrea,4.52029742173828,UC
Collinsella,5.597285231960691,UC
Barnesiella,6.594220820574533,UC
f__Eubacterium_xylanophilum_group,6.889775628030781,UC
Eubacterium,5.194700665038883,nonIBD
Lactonifactor,5.2707662680869305,nonIBD
Holdemania,5.398049887687281,nonIBD
Candidatus_Stoquefichus,5.659288389515524,nonIBD
Romboutsia,5.877237254297482,nonIBD
Clostridiales_vadinBB60_group__family__,5.934730205557423,nonIBD
Butyricicoccus,6.4185321345524695,nonIBD
Lachnospiraceae_UCG_001,6.575645424320334,nonIBD
Ruminococcaceae_UCG_013,6.701722681707899,nonIBD
Christensenellaceae_R_7_group,6.717114168284912,nonIBD
f__Eubacterium_coprostanoligenes_group,6.80430842391146,nonIBD
Ruminococcaceae_NK4A214_group,6.844206677306318,nonIBD
Ruminococcaceae_UCG_005,6.850107855906322,nonIBD
Bifidobacterium,6.860429752810749,nonIBD
Intestinibacter,6.877548503170347,nonIBD
Ruminococcaceae_UCG_003,7.029130469093911,nonIBD
f__Eubacterium_eligens_group,7.053218739629069,nonIBD
Lachnospira,7.053665774353425,nonIBD
Dorea,7.080435399107975,nonIBD
f__Eubacterium_ventriosum_group,7.105921720030372,nonIBD
Lachnospiraceae_ND3007_group,7.187464478875311,nonIBD
Coprococcus,7.3347475346293045,nonIBD
Roseburia,7.360908440718965,nonIBD
Lachnospiraceae_NK4A136_group,7.500580651933119,nonIBD
Ruminiclostridium,7.504064699519759,nonIBD
Anaerostipes,7.520539474400831,nonIBD
f__Eubacterium_hallii_group,7.5327051499593844,nonIBD
Fusicatenibacter,7.596498844283148,nonIBD
uncultured,7.690083618864818,nonIBD
Blautia,7.85840303110433,nonIBD
Ruminococcus,7.85861164184388,nonIBD
Parabacteroides,7.861895219172213,nonIBD
Subdoligranulum,8.01533928368109,nonIBD
