"","Comamonadaceae","Christensenellaceae","Prevotellaceae","Family_XIII","Rhodobacteraceae","Ruminococcaceae","Corynebacteriaceae","Peptococcaceae","Acetobacteraceae","Pseudomonadaceae","Kineosporiaceae","Sphingomonadaceae","Lactobacillaceae","Rhodospirillaceae","Lachnospiraceae","Alcaligenaceae","Veillonellaceae","Erysipelotrichaceae","Clostridiales_vadinBB60_group","Burkholderiaceae","Family_XI","Leptotrichiaceae","Bifidobacteriaceae","Thermaceae","Coriobacteriaceae","Bacteroidaceae","Porphyromonadaceae","Streptococcaceae","Peptostreptococcaceae","Rikenellaceae","Fusobacteriaceae","Caulobacteraceae","Aerococcaceae","Actinomycetaceae","Family_XII","Defluviitaleaceae","Moraxellaceae","Eubacteriaceae","Brucellaceae","Micrococcaceae","Gastranaerophilales(order)","Desulfovibrionaceae","Campylobacteraceae","MB_A2_108(class)","Methylobacteriaceae","Mollicutes_RF9(order)","Acidaminococcaceae","Bacteroidales_S24_7_group","Thermoanaerobacteraceae","Chitinophagaceae","Synergistaceae","vadinBE97","Microbacteriaceae","Neisseriaceae","JG30_KF_CM45(order)","Rhizobiaceae","Victivallaceae","Cardiobacteriaceae","Intrasporangiaceae","Shewanellaceae","Obscuribacterales(order)","Chloroplast(class)","Family_X","Staphylococcaceae","Bacteriovoracaceae","Flavobacteriaceae","Pasteurellaceae","Enterobacteriaceae","Acidobacteriaceae_Subgroup_1_","Xanthomonadaceae","Alteromonadaceae","Cytophagaceae","Leuconostocaceae","Verrucomicrobiaceae","Carnobacteriaceae","Methanobacteriaceae","Clostridiaceae_1","Erythrobacteraceae","Bradyrhizobiaceae","Latescibacteria(phylum)"
"X224324",0.0,4.304407713498623e-05,0.012181473829201102,0.0,0.0,0.13924758953168045,8.608815426997245e-05,0.0,0.0,0.00012913223140495868,0.0,0.0,0.0,0.0,0.09073691460055096,0.06973140495867769,0.0003013085399449036,0.001506542699724518,0.0,0.0,0.0003443526170798898,4.304407713498623e-05,0.0006887052341597796,0.0,0.00012913223140495868,0.6085571625344353,0.0010761019283746557,0.005767906336088154,0.0,0.0001721763085399449,0.0001721763085399449,0.0,0.0,0.0001721763085399449,0.0,0.0,0.00012913223140495868,0.0,0.0,0.0,0.0,0.0018078512396694215,0.0003013085399449036,0.0,4.304407713498623e-05,0.0,0.006198347107438017,0.0,0.0,0.0,0.0,0.0,0.0,4.304407713498623e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00043044077134986227,0.059573002754820935,0.0,0.0,0.00012913223140495868,0.0,0.0,0.0,4.304407713498623e-05,0.0,0.00021522038567493114,0.0,0.0,0.0
"X215004",0.0,0.0,0.0,0.0,0.0,0.12896825396825398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1865079365079365,0.003968253968253968,0.031746031746031744,0.003968253968253968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3869047619047619,0.0,0.03968253968253968,0.0,0.001984126984126984,0.03373015873015873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011904761904761904,0.0,0.023809523809523808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003968253968253968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001984126984126984,0.0,0.0,0.09523809523809523,0.03968253968253968,0.0,0.0,0.0,0.0,0.0,0.0,0.005952380952380952,0.0,0.0,0.0,0.0,0.0
"X215008",0.0,0.00023207240659085636,0.0,0.0,0.0,0.12880018565792528,0.0,0.0,0.0,0.007194244604316547,0.0,0.0,0.0,0.0,0.1111626827570202,0.02982130424692504,0.006962172197725691,0.0015084706428405662,0.0,0.0,0.0,0.0,0.0003481086098862845,0.0,0.0009282896263634254,0.6738222325365514,0.003945230912044558,0.0011603620329542817,0.0,0.001972615456022279,0.00023207240659085636,0.0,0.0,0.00011603620329542818,0.0,0.0,0.0,0.0,0.0,0.001392434439545138,0.0,0.0,0.0,0.0,0.0003481086098862845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023207240659085636,0.0,0.004177303318635414,0.024019494082153633,0.0,0.0,0.0,0.0,0.0,0.0016245068461359943,0.0,0.0,0.0,0.0,0.0,0.0
"X215010",0.0,0.018780499827475722,0.061320057179474544,0.0013801942130428353,0.0,0.3250850298220535,0.0,0.004781387095184108,0.0,0.003499778183072904,0.0,0.0,0.0,0.0,0.18888943658500518,0.011534480209000837,0.005570069502637157,0.004682801794252477,0.00044363385419233993,0.0,0.00024646325232907776,0.0,0.00019717060186326217,0.0,0.00024646325232907776,0.25163898062798834,0.0358357568886479,0.0007886824074530487,0.0003450485532607088,0.02006210873958693,0.0,0.0,0.0,0.0,0.0,0.0,4.9292650465815544e-05,0.0,0.0,0.0,0.013259722975304382,0.008872677083846798,0.000985853009316311,0.0,0.0,0.009168432986641691,0.004929265046581555,0.0,0.0,0.0,0.0007393897569872332,0.0,0.0,0.0,0.0,0.0,0.00019717060186326217,0.0,0.0,0.0,0.0,0.0,0.0,0.00019717060186326217,0.0,0.0,0.0004929265046581555,0.0012816089121112043,0.0,0.0,0.0,0.0,0.00014787795139744664,0.024202691378715432,0.00014787795139744664,0.0,0.0,0.0,0.0,0.0
"X215049",0.0,0.0,0.08741258741258741,0.0,0.0,0.05244755244755245,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04895104895104895,0.0034965034965034965,0.0944055944055944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0979020979020979,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055944055944055944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05944055944055944,0.0,0.11538461538461539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X215056",0.00012695994413762458,0.0034913984637846758,6.347997206881229e-05,0.0005078397765504983,0.0,0.07630292642671237,0.0,0.0,0.0,6.347997206881229e-05,0.0,0.0,0.0,0.0012061194693074335,0.5264394083666604,0.0034279184917158636,0.0020313591062019933,0.007363676759982226,0.00019043991620643687,0.0,6.347997206881229e-05,0.0,0.0026026788548213038,0.0,0.0006347997206881229,0.16828540595442137,0.004634037961023297,0.00856979622928966,6.347997206881229e-05,0.0076175966482574745,0.01466387354789564,0.0,0.0,0.00012695994413762458,0.0,0.0,6.347997206881229e-05,0.0,0.0,0.0,0.0013965593855138703,0.006601917095156478,0.0,0.0,0.0,0.0,0.021837110391671428,0.0,0.0,6.347997206881229e-05,0.0,0.0,0.0,0.0008887196089633721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019043991620643687,0.0,0.0,0.0014600393575826826,0.061131213102266234,0.0,0.0,0.0,0.0,0.0,0.07655684631498762,0.00044435980448168604,0.0008887196089633721,0.0,0.0,0.0,0.0
"X215058",0.0,0.014946764946764947,0.08142233142233142,0.0007507507507507507,0.0,0.2671307671307671,0.0,0.0,0.0,0.0014332514332514332,0.0,0.0,0.0,0.028255528255528257,0.303985803985804,0.04054054054054054,0.0004777504777504777,0.007575757575757576,0.0,0.0,0.0,0.0,6.825006825006825e-05,0.0,0.0004095004095004095,0.13779688779688778,0.027573027573027573,0.000273000273000273,0.0,0.01208026208026208,0.0,0.0001365001365001365,0.0,0.00034125034125034127,0.0,0.0,6.825006825006825e-05,0.0,0.0,0.0,0.0,0.041086541086541084,0.0,0.0,0.0,0.004231504231504231,0.007644007644007644,0.0,0.0,0.0,0.00020475020475020476,0.0009555009555009555,0.0,0.0004095004095004095,0.0,0.0,6.825006825006825e-05,0.0,0.0,0.0,0.00034125034125034127,0.0,0.0,0.0,0.0,0.0,0.0006825006825006825,0.0006825006825006825,0.0,0.0,0.0,0.0,0.0,0.017813267813267815,0.0001365001365001365,0.0004777504777504777,0.0,0.0,0.0,0.0
"X215074",0.0008128979813033464,0.0006774149844194553,0.0,0.0006774149844194553,0.0,0.1167863433139141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4426229508196721,0.027367565370545997,0.02154179650453868,0.024657905432868176,0.0,0.0,0.0,0.0,0.0031161089283294947,0.0,0.0027096599376778214,0.3078173689202005,0.0,0.01002574176940794,0.0,0.004877387887820078,0.0006774149844194553,0.0,0.0,0.0010838639750711287,0.0,0.003522557918981168,0.00013548299688389108,0.0,0.0,0.00013548299688389108,0.0,0.0021677279501422573,0.0,0.0004064489906516732,0.0,0.005961251862891207,0.0,0.0,0.0,0.0,0.0,0.0,0.00027096599376778217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00501287088470397,0.003522557918981168,0.0,0.0,0.0,0.0,0.0,0.011787020728898524,0.001625795962606693,0.0,0.0,0.0,0.0,0.0
"X222170",0.00044437861057621095,0.0022218930528810545,0.0,0.0005925048141016146,0.0,0.10531773070656199,0.0005925048141016146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09672641090208858,0.03747592949192712,0.0008887572211524219,0.0005925048141016146,0.0,0.0,0.0,0.0,0.0002962524070508073,0.0,0.0005925048141016146,0.6036142793660199,0.06991556806399052,0.002073766849355651,0.0,0.06428677233002518,0.0,0.0,0.0,0.0002962524070508073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060731743445415496,0.0,0.0,0.0,0.0,0.006665679158643164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013331358317286328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X224844",0.0009970993473531545,0.00462291515591008,0.0,0.0007251631617113851,0.0,0.4565808556925308,0.0006345177664974619,0.0,0.0,0.0002719361856417694,0.0,0.0,0.0005438723712835388,0.0,0.15962654097171863,0.03118201595358956,9.064539521392314e-05,0.0,0.0,0.0,0.0,0.0,0.004169688179840464,0.0,0.0005438723712835388,0.26776649746192893,0.004894851341551849,0.0002719361856417694,0.0,0.013778100072516316,0.0019035532994923859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007251631617113851,0.0,0.0,0.0,0.0,0.011330674401740392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005438723712835388,9.064539521392314e-05,0.0,0.0,0.003353879622915156,0.02864394488759971,0.0,0.00018129079042784627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X219651",0.0,0.041287702525487545,0.0001692118955962604,0.0009729683996784974,0.0,0.30872710351537713,0.0002538178433943906,4.23029738990651e-05,0.0,0.0001269089216971953,0.0,0.0,0.0,0.0,0.3297516815432125,0.005668598502474724,0.03240407800668387,0.003934176572613054,0.000803756504082237,0.0,4.23029738990651e-05,0.0,0.026989297347603535,0.0,0.0002961208172934557,0.11261051651931131,0.0021997546427513855,0.0019459367993569948,0.0007191505562841068,0.11206057785862346,4.23029738990651e-05,0.0,0.0001269089216971953,8.46059477981302e-05,0.0,0.0,4.23029738990651e-05,0.0001692118955962604,0.0,0.0,0.011167985109353188,0.005795507424171919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001692118955962604,0.0,0.0002961208172934557,8.46059477981302e-05,0.0002961208172934557,0.0,0.0,0.0,0.0,0.0,0.00042302973899065107,4.23029738990651e-05,0.0,0.0002538178433943906,0.0,0.0,0.0
"X219656",0.0010209290454313426,0.0057172026544155185,0.012761613067891782,0.0,0.0,0.37447677386421646,0.00010209290454313425,0.0,0.0002041858090862685,0.0,0.0,0.001225114854517611,0.0,0.0,0.2533945890760592,0.02644206227667177,0.0033690658499234303,0.007759060745278203,0.0,0.0,0.0007146503318019398,0.0,0.0019397651863195507,0.0,0.0002041858090862685,0.27646758550280753,0.006636038795303726,0.0,0.003981623277182236,0.0046962736089841755,0.0010209290454313426,0.0,0.0,0.0,0.0,0.0,0.00010209290454313425,0.0,0.0,0.0,0.0,0.002450229709035222,0.0,0.0,0.0,0.0,0.0009188361408882082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00030627871362940275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010209290454313425,0.0,0.0,0.009290454313425216,0.0014293006636038796,0.0,0.0,0.0,0.0,0.0,0.0029606942317508935,0.0,0.0,0.00030627871362940275,0.0,0.0,0.0
"X219658",0.0,0.0,0.0,0.0,0.0,0.09487459105779716,0.0,0.0,0.0,0.015267175572519083,0.0,0.0,0.0,0.0,0.42093784078516905,0.0,0.05997818974918211,0.08833151581243184,0.0,0.0,0.0,0.0,0.010905125408942203,0.0,0.0,0.0,0.0,0.021810250817884406,0.0054525627044711015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2802617230098146,0.0,0.0,0.0,0.0,0.0,0.0021810250817884407,0.0,0.0,0.0,0.0,0.0,0.0
