OTU,LDA_score,CLass
Lachnospiraceae_UCG_001,5.2631299291604225,CD
Intestinibacter,5.88160091196043,CD
Ruminococcaceae_UCG_005,6.730618658063064,CD
Dialister,6.995306730573335,CD
Alistipes,7.0731934415130295,CD
Porphyromonas,4.597353971753546,UC
Lachnospiraceae_FCS020_group,4.992940391645885,UC
Clostridium_sensu_stricto,5.473537008901638,UC
f__Clostridium_innocuum_group,5.562411828770111,UC
Anaeroglobus,4.457592889719342,nonIBD
Anaerofilum,4.503677033191214,nonIBD
Victivallis,5.083231281281748,nonIBD
Atopobium,5.315012482666465,nonIBD
Bifidobacterium,5.4632122399304635,nonIBD
Stomatobaculum,5.574062610359882,nonIBD
Lachnospiraceae_ND3007_group,5.786160071958075,nonIBD
Ruminococcaceae_NK4A214_group,6.015773677794171,nonIBD
Bilophila,6.310274234581321,nonIBD
Mollicutes_RF9__order__,6.352121007148833,nonIBD
Ruminococcus,6.75886435223131,nonIBD
Christensenellaceae_R_7_group,6.769933278877153,nonIBD
Lachnospiraceae_UCG_010,6.802292260225269,nonIBD
Desulfovibrio,6.812228270001169,nonIBD
Ruminococcaceae_UCG_002,7.025882787085552,nonIBD
Sutterella,7.077347264877058,nonIBD
