OTU,LDA_score,CLass
Eggerthella,3.870069335079598,CD
Peptostreptococcus,4.145028317493225,CD
Porphyromonas,4.559593570552251,CD
Flavonifractor,6.205983970608111,CD
Odoribacter,6.3304437022399735,CD
Barnesiella,6.365612474100422,CD
Ruminococcaceae_UCG_014,6.377729416276894,CD
Ruminococcaceae_UCG_005,6.6289427401026355,CD
Sutterella,7.323527692896309,CD
uncultured,7.4372607320255755,CD
Clostridium_sensu_stricto,4.9956484159199235,UC
Methanobrevibacter,5.36093560993252,UC
f__Clostridium_innocuum_group,5.5706856058732095,UC
Victivallaceae__family__,3.890116676721498,nonIBD
Anaerofilum,4.858635346846813,nonIBD
Clostridiales_vadinBB60_group__family__,4.9928239909088,nonIBD
Lachnospiraceae_FCS020_group,5.053163958040187,nonIBD
Family_XIII_UCG_001,5.214153823267198,nonIBD
Anaerotruncus,5.221806636015762,nonIBD
Ruminococcaceae_UCG_008,5.389908500910113,nonIBD
Succiniclasticum,5.486378729263368,nonIBD
Lachnospiraceae_UCG_001,5.559592124639599,nonIBD
Mollicutes_RF9__order__,5.690317684825435,nonIBD
Ruminococcaceae_NK4A214_group,5.848592309947175,nonIBD
Lachnospiraceae_ND3007_group,5.91167774066516,nonIBD
Eikenella,6.141815186612319,nonIBD
Desulfovibrio,6.197329908228699,nonIBD
Christensenellaceae_R_7_group,6.270679375174538,nonIBD
Dorea,6.466974365973985,nonIBD
Gastranaerophilales__order__,6.509206700569946,nonIBD
Bilophila,6.584515114433489,nonIBD
Lachnospiraceae_UCG_010,6.585466768732283,nonIBD
Prevotella,6.616803522719976,nonIBD
Ruminococcus,6.668246896545734,nonIBD
Fusicatenibacter,6.743897541950355,nonIBD
Dialister,6.8365742874525655,nonIBD
Coprococcus,6.851732657882523,nonIBD
Subdoligranulum,7.057612690420543,nonIBD
Ruminococcaceae_UCG_002,7.097165236857862,nonIBD
Alistipes,7.304714143935077,nonIBD
