"","Rhodospirillales","Burkholderiales","Clostridiales","Bacteroidales","Rhodobacterales","Run_SP154","Pasteurellales","Corynebacteriales","Pseudomonadales","JG30_KF_CM66(class)","Solibacterales","Gaiellales","Flavobacteriales","Sphingobacteriales","Kineosporiales","Sphingomonadales","Micrococcales","Lactobacillales","Blastocatellales","Selenomonadales","Erysipelotrichales","WCHB1_32(class)","Chthoniobacterales","Bacillales","Fusobacteriales","Bifidobacteriales","Thermales","Coriobacteriales","Fibrobacterales","Opitutales","Caulobacterales","NB1_n","Chloroflexales","Actinomycetales","Rhizobiales","Spirochaetales","Acidimicrobiales","Aeromonadales","Pseudonocardiales","Cytophagales","SubsectionIII","Gastranaerophilales","Desulfovibrionales","Neisseriales","Subgroup_6(class)","Campylobacterales","Synergistales","MB_A2_108(class)","Nitrospirales","Mollicutes_RF9","Micromonosporales","Caldilineales","Planctomycetales","Rickettsiales","Desulfurellales","Unknown_Order","Anaerolineales","WCHA1_57(class)","Chromatiales","Chlorobiales","Thermoanaerobacterales","OPB35_soil_group(class)","Tectomicrobia(phylum)","Victivallales","Propionibacteriales","Methanobacteriales","Bdellovibrionales","Streptosporangiales","JG30_KF_CM45","Cardiobacteriales","Xanthomonadales","Myxococcales","Desulfuromonadales","Alteromonadales","Obscuribacterales","Thermoplasmatales","Candidatus_Falkowbacteria(class)","Streptomycetales","Chloroplast(class)","Frankiales","Gitt_GS_136(class)","Bacteroidetes_vadinHA17(class)","Deinococcales","Legionellales","Cyanobacteria(phylum)","NB1_j","X35","Enterobacteriales","Subgroup_10","ML635J_21(class)","Acidobacteriales","Methylophilales","Solirubrobacterales","Oligosphaerales","SubsectionIV","KD4_96(class)","Anaeroplasmatales","Verrucomicrobiales","uncultured(class)","TK10(class)","SubsectionII","Candidatus_Nomurabacteria(class)","SC_I_84","Gemmatimonadales","Cellvibrionales","Latescibacteria(phylum)","SubsectionI","UA11(class)","Subgroup_2(class)","Lineage_IIb","Oligoflexales","Rhodocyclales","Lineage_IIc"
"X206615",0.0,0.0005711022272986865,0.5174186179326099,0.3647439558347611,0.0,0.0,0.0,0.002474776318294308,0.008947268227679422,0.0,0.0,0.0,0.0,0.0007614696363982486,0.0,0.0,0.0,0.0007614696363982486,0.0,0.06225014277555682,0.01161241195507329,0.0,0.0,0.00019036740909956216,0.003997715591090805,0.0,0.0,0.00019036740909956216,0.0,0.0,0.0,0.0,0.0,0.0003807348181991243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034266133637921186,0.0009518370454978108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019798210546354465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015229392727964973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206619",0.0,0.007453416149068323,0.4490683229813664,0.45279503105590063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008074534161490683,0.0,0.0,0.0,0.0,0.0,0.0,0.06894409937888198,0.0012422360248447205,0.0,0.0,0.0,0.0034161490683229812,0.0,0.0,0.002484472049689441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006521739130434782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206621",0.0,0.0,0.14705882352941174,0.6764705882352942,0.0,0.0,0.0,0.0,0.14705882352941177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206624",0.06424581005586592,0.0,0.10893854748603352,0.0935754189944134,0.0,0.0,0.0,0.051675977653631286,0.23324022346368717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12290502793296089,0.0,0.0,0.0,0.030726256983240222,0.0,0.0,0.0,0.0,0.027932960893854747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02653631284916201,0.0,0.01675977653631285,0.02094972067039106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05726256983240224,0.0,0.0,0.0,0.0,0.0,0.0,0.027932960893854747,0.0,0.0,0.0,0.0,0.0,0.0,0.04748603351955307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046089385474860335,0.0,0.0,0.008379888268156424,0.0,0.0,0.0,0.015363128491620111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206628",0.0,0.0,0.21103896103896103,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003246753246753247,0.0,0.0,0.0,0.05844155844155844,0.0,0.016233766233766232,0.2142857142857143,0.0,0.0,0.0,0.006493506493506494,0.006493506493506494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003246753246753247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206630",0.0008663008951775916,0.01891423621137742,0.5846087207623447,0.28226970834536524,0.0,0.0,0.00822985850418712,0.005342188853595149,0.00014438348252959862,0.0,0.0,0.0,0.0015882183078255846,0.0,0.0,0.0,0.002743286168062374,0.002598902685532775,0.0,0.012994513427663876,0.051111752815477904,0.0,0.0,0.0014438348252959862,0.004764654923476754,0.006064106266243142,0.0010106843777071904,0.0059197227837135425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010106843777071904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007507941091539128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008663008951775916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206636",0.0,0.05291970802919708,0.6697080291970804,0.1259124087591241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023722627737226276,0.0,0.02737226277372263,0.01094890510948905,0.0,0.0,0.023722627737226276,0.0,0.03467153284671533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072992700729927005,0.01824817518248175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005474452554744526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206644",0.0,0.0,0.45637013097465545,0.4922605885354652,0.0,0.0,0.014628338152747066,0.0,0.00017009695526450075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008504847763225039,0.0,0.0023813573737030106,0.014118047286953565,0.0,0.0,0.0010205817315870045,0.0,0.0,0.0,0.00017009695526450075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003401939105290015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017179792481714577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005102908657935023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206646",0.0,8.472063371034016e-05,0.6109204896852627,0.34176303638751215,0.006608209429406532,0.0,0.0002118015842758504,0.00033888253484136064,0.00012708095056551024,0.0,0.0,0.0,0.0,0.0,0.0,0.00038124285169653075,0.0,0.000550684119117211,0.0,0.026178675816495106,0.0016096920404964628,0.0,0.0,0.0,0.00029652221798619053,0.002838141229296395,0.0,0.0013978904562206127,0.0,0.0,0.0,0.0,0.0,4.236031685517008e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.236031685517008e-05,0.0,0.0,8.472063371034016e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.236031685517008e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006354047528275511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.236031685517008e-05,0.0,0.0,8.472063371034016e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206648",0.01501906717512467,0.08630096802581402,0.48383690231739496,0.3543561161630976,0.0,0.0,0.00011733646230566149,0.0,5.8668231152830744e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005280140803754767,0.0,0.009562921677911411,0.03326488706365503,0.0,0.0,5.8668231152830744e-05,0.0,0.0,0.0,0.0002933411557641537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014901730712819009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017600469345849224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015253740099735993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
